location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Canada,CAN,11/09/2021,54460241,28362033,26064301,33907,72872,79147,143.06,74.5,0.68
Canada,CAN,12/09/2021,54517214,28382212,26099675,35327,56973,78426,143.21,74.56,0.69
Canada,CAN,13/09/2021,54616618,28425455,26154961,36202,99404,87402,143.47,74.67,0.69
Canada,CAN,14/09/2021,54689751,28458037,26194308,37406,73133,83223,143.66,74.76,0.69
Canada,CAN,15/09/2021,54773060,28494515,26239859,38686,83309,83066,143.88,74.85,0.69
Canada,CAN,16/09/2021,54869083,28534794,26293698,40591,96023,82827,144.13,74.96,0.69
Canada,CAN,17/09/2021,55028083,28590001,26352475,85607,159000,91531,144.55,75.1,0.69
Canada,CAN,18/09/2021,55096636,28615738,26393304,87594,68553,90914,144.73,75.17,0.69
Canada,CAN,19/09/2021,55152386,28635774,26427763,88849,55750,90739,144.88,75.22,0.69
Canada,CAN,20/09/2021,55292065,28702877,26494054,95134,139679,96492,145.25,75.4,0.7
Canada,CAN,21/09/2021,55391073,28746880,26544927,99266,99008,100189,145.51,75.51,0.7
Canada,CAN,22/09/2021,55491208,28791951,26596103,103154,100135,102593,145.77,75.63,0.7
Canada,CAN,23/09/2021,55606675,28841173,26656853,108649,115467,105370,146.07,75.76,0.7
Canada,CAN,24/09/2021,55772527,28891572,26722030,158925,165852,106349,146.51,75.89,0.7
Canada,CAN,25/09/2021,55847009,28917922,26768204,160883,74482,107196,146.7,75.96,0.7
Canada,CAN,26/09/2021,55915574,28942566,26810928,162080,68565,109027,146.88,76.03,0.7
Canada,CAN,27/09/2021,56036808,28992713,26872085,172010,121234,106392,147.2,76.16,0.71
Canada,CAN,28/09/2021,56114866,29024622,26913108,177136,78058,103399,147.41,76.24,0.71
Canada,CAN,29/09/2021,56213062,29066621,26963783,182658,98196,103122,147.67,76.35,0.71
Canada,CAN,30/09/2021,56312456,29103825,27019931,188700,99394,100826,147.93,76.45,0.71
Canada,CAN,01/10/2021,56406727,29133965,27072837,199925,94271,90600,148.17,76.53,0.71
Canada,CAN,02/10/2021,56467059,29154116,27111048,201895,60332,88579,148.33,76.58,0.71
Canada,CAN,03/10/2021,56516683,29171486,27142252,202945,49624,85873,148.46,76.63,0.71
Canada,CAN,04/10/2021,56621294,29210115,27201011,210168,104611,83498,148.74,76.73,0.71
Canada,CAN,05/10/2021,56699567,29240981,27244079,214507,78273,83529,148.94,76.81,0.72
Canada,CAN,06/10/2021,56822762,29273255,27290541,258966,123195,87100,149.27,76.9,0.72
Canada,CAN,07/10/2021,56909034,29304503,27335305,269226,86272,85225,149.49,76.98,0.72
Canada,CAN,08/10/2021,57007364,29337986,27385016,284362,98330,85805,149.75,77.07,0.72
Canada,CAN,09/10/2021,57071141,29360765,27422667,287709,63777,86297,149.92,77.13,0.72
Canada,CAN,10/10/2021,57122861,29378382,27454543,289936,51720,86597,150.06,77.17,0.72
Canada,CAN,11/10/2021,57149288,29388834,27469924,290530,26427,75428,150.12,77.2,0.72
Canada,CAN,12/10/2021,57260837,29432148,27519577,309112,111549,80181,150.42,77.31,0.72
Canada,CAN,13/10/2021,57351315,29447367,27567212,336736,90478,75508,150.66,77.35,0.72
Canada,CAN,14/10/2021,57451347,29478845,27618125,354377,100032,77473,150.92,77.44,0.73
Canada,CAN,15/10/2021,57552515,29512241,27668159,372115,101168,77879,151.18,77.53,0.73
Canada,CAN,16/10/2021,57606099,29529148,27700461,376490,53584,76423,151.32,77.57,0.73
Canada,CAN,17/10/2021,57652265,29544522,27729050,378693,46166,75629,151.45,77.61,0.73
Canada,CAN,18/10/2021,57762356,29570871,27787036,404449,110091,87581,151.74,77.68,0.73
Canada,CAN,19/10/2021,57837476,29590006,27823372,424098,75120,82377,151.93,77.73,0.73
Canada,CAN,20/10/2021,57919716,29612452,27868142,439122,82240,81200,152.15,77.79,0.73
Canada,CAN,21/10/2021,58007042,29638812,27911338,456892,87326,79385,152.38,77.86,0.73
Canada,CAN,22/10/2021,58100068,29664023,27959770,476275,93026,78222,152.62,77.92,0.73
Canada,CAN,23/10/2021,58148164,29678581,27988077,481506,48096,77438,152.75,77.96,0.74
Canada,CAN,24/10/2021,58187183,29691081,28012760,483342,39019,76417,152.85,78,0.74
Canada,CAN,25/10/2021,58289378,29711890,28072232,505256,102195,75289,153.12,78.05,0.74
Canada,CAN,26/10/2021,58371733,29730656,28112904,528173,82355,76322,153.34,78.1,0.74
Canada,CAN,27/10/2021,58446220,29748503,28152783,544934,74487,75215,153.53,78.15,0.74
Canada,CAN,28/10/2021,58528221,29771425,28193077,563719,82001,74454,153.75,78.21,0.74
Canada,CAN,29/10/2021,58604479,29796151,28232591,575737,76258,72059,153.95,78.27,0.74
Canada,CAN,30/10/2021,58647525,29807715,28257567,582243,43046,71337,154.06,78.3,0.74
Canada,CAN,31/10/2021,58682096,29817829,28280047,584220,34571,70702,154.15,78.33,0.74
Canada,CAN,01/11/2021,58768684,29830486,28324643,613555,86588,68472,154.38,78.36,0.74
Canada,CAN,02/11/2021,58823637,29837829,28345138,640670,54953,64558,154.52,78.38,0.74
Canada,CAN,03/11/2021,58898328,29854753,28379118,664457,74691,64587,154.72,78.42,0.75
Canada,CAN,04/11/2021,58975221,29873364,28414026,687831,76893,63857,154.92,78.47,0.75
Canada,CAN,05/11/2021,59046604,29889147,28446709,710748,71383,63161,155.11,78.52,0.75
Canada,CAN,06/11/2021,59077651,29896719,28460991,719941,31047,61447,155.19,78.54,0.75
Canada,CAN,07/11/2021,59106882,29905414,28478818,722650,29231,60684,155.27,78.56,0.75
Canada,CAN,08/11/2021,59199511,29923986,28522993,752532,92629,61547,155.51,78.61,0.75
Canada,CAN,09/11/2021,59270949,29932991,28546674,791284,71438,63902,155.7,78.63,0.75
Canada,CAN,10/11/2021,59358396,29957032,28581916,819448,87447,65724,155.93,78.69,0.75
Canada,CAN,11/11/2021,59399785,29967669,28601613,830503,41389,60652,156.04,78.72,0.75
Canada,CAN,12/11/2021,59489649,29985788,28639191,864670,89864,63292,156.27,78.77,0.75
Canada,CAN,13/11/2021,59525220,29995360,28657208,872652,35571,63938,156.37,78.79,0.75
Canada,CAN,14/11/2021,59554001,30003748,28674737,875516,28781,63874,156.44,78.82,0.75
Canada,CAN,15/11/2021,59645195,30019752,28709667,915776,91194,63669,156.68,78.86,0.75
Canada,CAN,16/11/2021,59709923,30031311,28734721,943891,64728,62711,156.85,78.89,0.75
Canada,CAN,17/11/2021,59785947,30049969,28767835,968143,76024,61079,157.05,78.94,0.76
Canada,CAN,18/11/2021,59861491,30067390,28798541,995560,75544,65958,157.25,78.98,0.76
Canada,CAN,19/11/2021,59927031,30080313,28824276,1022442,65540,62483,157.42,79.02,0.76
Canada,CAN,20/11/2021,59959686,30089856,28841059,1028771,32655,62067,157.51,79.04,0.76
Canada,CAN,21/11/2021,59981502,30097084,28853929,1030489,21816,61072,157.56,79.06,0.76
Canada,CAN,22/11/2021,60072911,30112161,28887249,1073501,91409,61102,157.8,79.1,0.76
Canada,CAN,23/11/2021,60108942,30120513,28902448,1085981,36031,57003,157.9,79.12,0.76
Canada,CAN,24/11/2021,60161477,30120928,28914962,1125587,52535,53647,158.04,79.12,0.76
Canada,CAN,25/11/2021,60231605,30138154,28939125,1154326,70128,52873,158.22,79.17,0.76
Canada,CAN,26/11/2021,60318215,30171058,28964500,1182657,86610,55883,158.45,79.26,0.76
Canada,CAN,27/11/2021,60386453,30219987,28977403,1189063,68238,60967,158.63,79.38,0.76
Canada,CAN,28/11/2021,60460043,30280365,28987779,1191899,73590,68363,158.82,79.54,0.76
Canada,CAN,29/11/2021,60595966,30349439,29010587,1235940,135923,74722,159.18,79.72,0.76
Canada,CAN,30/11/2021,60707051,30417797,29024735,1264519,111085,85444,159.47,79.9,0.76
Canada,CAN,01/12/2021,60824590,30471422,29047132,1306036,117539,94730,159.78,80.04,0.76
Canada,CAN,02/12/2021,60950208,30542428,29065536,1342244,125618,102658,160.11,80.23,0.76
Canada,CAN,03/12/2021,61829680,30612370,29082569,2134741,879472,215924,162.42,80.42,0.76
Canada,CAN,04/12/2021,61953068,30668945,29093311,2190812,123388,223802,162.74,80.56,0.76
Canada,CAN,05/12/2021,62058480,30732468,29101944,2224068,105412,228348,163.02,80.73,0.76
Canada,CAN,06/12/2021,62238793,30819687,29123034,2296072,180313,234690,163.49,80.96,0.77
Canada,CAN,07/12/2021,62421440,30877367,29137200,2406873,182647,244913,163.97,81.11,0.77
Canada,CAN,08/12/2021,62604945,30936861,29157343,2510741,183505,254336,164.46,81.27,0.77
Canada,CAN,09/12/2021,62779477,30994762,29168167,2616548,174532,261324,164.91,81.42,0.77
Canada,CAN,10/12/2021,63018440,31038074,29181016,2799350,238963,169823,165.54,81.53,0.77
Canada,CAN,11/12/2021,63155861,31079447,29191699,2884715,137421,171828,165.9,81.64,0.77
Canada,CAN,12/12/2021,63263942,31125431,29199358,2939153,108081,172209,166.19,81.76,0.77
Canada,CAN,13/12/2021,63463309,31198451,29217482,3047376,199367,174931,166.71,81.95,0.77
Canada,CAN,14/12/2021,63723001,31233770,29229324,3259907,259692,185937,167.39,82.05,0.77
Canada,CAN,15/12/2021,63984254,31281284,29244693,3458277,261253,197044,168.08,82.17,0.77
Canada,CAN,16/12/2021,64277543,31327805,29254895,3694843,293289,214009,168.85,82.29,0.77
Canada,CAN,17/12/2021,64602238,31368914,29270094,3963230,324695,226257,169.7,82.4,0.77
Canada,CAN,18/12/2021,64863468,31398083,29279704,4185681,261230,243944,170.39,82.48,0.77
Canada,CAN,19/12/2021,65075658,31431822,29287131,4356705,212190,258817,170.95,82.57,0.77
Canada,CAN,20/12/2021,65399654,31485760,29308909,4604985,323996,276621,171.8,82.71,0.77
Canada,CAN,21/12/2021,65820170,31527119,29316253,4976798,420516,299596,172.9,82.82,0.77
Canada,CAN,22/12/2021,66264629,31563883,29336821,5363925,444459,325768,174.07,82.91,0.77
Canada,CAN,23/12/2021,66731702,31598515,29352145,5781042,467073,350594,175.3,83.01,0.77
Canada,CAN,24/12/2021,67101613,31622500,29361888,6117225,369911,357054,176.27,83.07,0.77
Canada,CAN,25/12/2021,67194024,31627692,29366937,6199395,92411,332937,176.51,83.08,0.77
Canada,CAN,26/12/2021,67207931,31628194,29367201,6212536,13907,304610,176.55,83.08,0.77
Canada,CAN,27/12/2021,67290049,31631651,29369067,6289331,82118,270056,176.76,83.09,0.77
Canada,CAN,28/12/2021,67569309,31644835,29377904,6546570,279260,249877,177.5,83.13,0.77
Canada,CAN,29/12/2021,68084993,31684780,29391565,7008648,515684,260052,178.85,83.23,0.77
Canada,CAN,30/12/2021,68427384,31706089,29402591,7318704,342391,242240,179.75,83.29,0.77
Canada,CAN,31/12/2021,68756211,31726971,29414103,7615137,328827,236371,180.61,83.34,0.77
Canada,CAN,01/01/2022,68858661,31734056,29419071,7705534,102450,237805,180.88,83.36,0.77
Canada,CAN,02/01/2022,68880711,31735384,29420224,7725103,22050,238969,180.94,83.37,0.77
Canada,CAN,03/01/2022,68978614,31742381,29425975,7810258,97903,241224,181.2,83.38,0.77
Canada,CAN,04/01/2022,69562458,31779591,29450265,8332602,583844,284736,182.73,83.48,0.77
Canada,CAN,05/01/2022,69952213,31801497,29467043,8683673,389755,266746,183.76,83.54,0.77
Canada,CAN,06/01/2022,70370584,31820330,29490152,9060102,418371,277600,184.86,83.59,0.77
Canada,CAN,07/01/2022,70798251,31850400,29504056,9443795,427667,291720,185.98,83.67,0.78
Canada,CAN,08/01/2022,71098745,31867806,29517260,9713679,300494,320012,186.77,83.71,0.78
Canada,CAN,09/01/2022,71315287,31884647,29528397,9902243,216542,347797,187.34,83.76,0.78
Canada,CAN,10/01/2022,71716169,31912898,29551323,10251948,400882,391079,188.39,83.83,0.78
Canada,CAN,11/01/2022,72136498,31935003,29570238,10631257,420329,367720,189.49,83.89,0.78
Canada,CAN,12/01/2022,72537602,31958617,29590157,10988828,401104,369341,190.55,83.95,0.78
Canada,CAN,13/01/2022,72959024,31986866,29612110,11360048,421422,369777,191.65,84.03,0.78
Canada,CAN,14/01/2022,73355030,32015303,29635733,11703994,396006,365254,192.7,84.1,0.78
Canada,CAN,15/01/2022,73642492,32036485,29655803,11950204,287462,363392,193.45,84.16,0.78
Canada,CAN,16/01/2022,73853084,32055759,29671835,12125490,210592,362542,194,84.21,0.78
Canada,CAN,17/01/2022,74283833,32088318,29691756,12503759,430749,366809,195.14,84.29,0.78
Canada,CAN,18/01/2022,74554401,32100840,29701817,12751744,270568,345415,195.85,84.33,0.78
Canada,CAN,19/01/2022,74907315,32128989,29715902,13062424,352914,338530,196.77,84.4,0.78
Canada,CAN,20/01/2022,75223460,32137767,29731011,13354682,316145,323491,197.6,84.42,0.78
Canada,CAN,21/01/2022,75545484,32153371,29763930,13628183,322024,312922,198.45,84.46,0.78
Canada,CAN,22/01/2022,75757680,32169878,29791999,13795803,212196,302170,199.01,84.51,0.78
Canada,CAN,23/01/2022,75932074,32184766,29827165,13920143,174394,296999,199.46,84.55,0.78
Canada,CAN,24/01/2022,76253218,32210685,29855725,14186808,321144,281341,200.31,84.61,0.78
Canada,CAN,25/01/2022,76588007,32236332,29903275,14448400,334789,290515,201.19,84.68,0.79
Canada,CAN,26/01/2022,76851483,32253251,29940348,14657884,263476,277738,201.88,84.73,0.79
Canada,CAN,27/01/2022,77110756,32271463,29980491,14858802,259273,269614,202.56,84.77,0.79
Canada,CAN,28/01/2022,77368089,32290019,30021580,15056490,257333,260372,203.24,84.82,0.79
Canada,CAN,29/01/2022,77534970,32301838,30055128,15178004,166881,253899,203.68,84.85,0.79
Canada,CAN,30/01/2022,77679365,32313043,30098902,15267420,144395,249613,204.05,84.88,0.79
Canada,CAN,31/01/2022,78008088,32340774,30150833,15516481,328723,250696,204.92,84.96,0.79
Canada,CAN,01/02/2022,78208427,32355071,30182561,15670795,200339,231489,205.44,84.99,0.79
Canada,CAN,02/02/2022,78401968,32363291,30227647,15811030,193541,221498,205.95,85.01,0.79
Canada,CAN,03/02/2022,78583367,32375515,30263587,15944265,181399,210373,206.43,85.05,0.8
Canada,CAN,04/02/2022,78744463,32388301,30301791,16054371,161096,196625,206.85,85.08,0.8
Canada,CAN,05/02/2022,78860885,32397998,30331176,16131711,116422,189416,207.16,85.11,0.8
Canada,CAN,06/02/2022,78908193,32401485,30348306,16158402,47308,175547,207.28,85.11,0.8
Canada,CAN,07/02/2022,79160065,32414453,30422243,16323369,251872,164568,207.94,85.15,0.8
Canada,CAN,08/02/2022,79280446,32429134,30443473,16407839,120381,153146,208.26,85.19,0.8
Canada,CAN,09/02/2022,79407570,32439283,30474915,16493372,127124,143657,208.59,85.21,0.8
Canada,CAN,10/02/2022,79543005,32454750,30510192,16578063,135435,137091,208.95,85.25,0.8
Canada,CAN,11/02/2022,79668861,32462460,30550318,16656083,125856,132057,209.28,85.28,0.8
Canada,CAN,13/02/2022,79824010,32468890,30597618,16757502,,130831,209.69,85.29,0.8
Canada,CAN,14/02/2022,79891759,32469999,30621280,16800480,67749,104528,209.87,85.29,0.8
Canada,CAN,15/02/2022,80047174,32489215,30654612,16903347,155415,109533,210.27,85.35,0.81
Canada,CAN,16/02/2022,80139288,32495669,30687748,16955871,92114,104531,210.52,85.36,0.81
Canada,CAN,17/02/2022,80197551,32496345,30707824,16993382,58263,93507,210.67,85.36,0.81
Canada,CAN,18/02/2022,80316381,32512152,30743452,17060777,118830,92503,210.98,85.41,0.81
Canada,CAN,19/02/2022,80376854,32518758,30756589,17101507,60473,90060,211.14,85.42,0.81
Canada,CAN,20/02/2022,80429624,32522037,30768660,17138927,52770,86516,211.28,85.43,0.81
Canada,CAN,21/02/2022,80441157,32522373,30770375,17148409,11533,78485,211.31,85.43,0.81
Canada,CAN,22/02/2022,80594498,32540290,30803604,17250604,153341,78189,211.71,85.48,0.81
Canada,CAN,23/02/2022,80661772,32541931,30829743,17290098,67274,74641,211.89,85.48,0.81
Canada,CAN,24/02/2022,80724391,32556780,30840082,17327529,62619,75263,212.05,85.52,0.81
Canada,CAN,25/02/2022,80789503,32558009,30865219,17366275,65112,67589,212.22,85.53,0.81
Canada,CAN,26/02/2022,80834877,32563439,30875611,17395827,45374,65432,212.34,85.54,0.81
Canada,CAN,27/02/2022,80879075,32566938,30886089,17426048,44198,64207,212.46,85.55,0.81
Canada,CAN,28/02/2022,81219925,32572247,30909327,17738351,340850,111253,213.36,85.56,0.81
Canada,CAN,02/03/2022,81297184,32582087,30927939,17787158,,90773,213.56,85.59,0.81
Canada,CAN,04/03/2022,81358416,32591539,30944626,17822251,,81273,213.72,85.61,0.81
Canada,CAN,05/03/2022,81378228,32594730,30950154,17833344,19812,77622,213.77,85.62,0.81
Cape Verde,CPV,12/05/2021,21318,18650,2668,,,390,3.79,3.32,0
Cape Verde,CPV,18/05/2021,22531,19858,2670,,,229,4.01,3.53,0
Cape Verde,CPV,21/05/2021,24027,21357,2670,,,329,4.28,3.8,0
Cape Verde,CPV,08/06/2021,34449,31748,2701,,,774,6.13,5.65,0
Cape Verde,CPV,10/06/2021,39211,36440,2771,,,1233,6.98,6.49,0
Cape Verde,CPV,14/06/2021,44942,42164,2778,,,1610,8,7.5,0
Cape Verde,CPV,20/06/2021,63606,60771,2835,,,2871,11.32,10.82,0.01
Cape Verde,CPV,24/06/2021,74321,70333,3988,,,2873,13.23,12.52,0.01
Cape Verde,CPV,28/06/2021,82451,76390,6061,,,2309,14.67,13.59,0.01
Cape Verde,CPV,05/07/2021,99686,89680,10006,,,2462,17.74,15.96,0.02
Cape Verde,CPV,12/07/2021,120497,106909,13588,,,2973,21.44,19.03,0.02
Cape Verde,CPV,13/07/2021,124958,110678,14280,,4461,3186,22.24,19.7,0.03
Cape Verde,CPV,19/07/2021,132978,117692,15286,,,1783,23.67,20.95,0.03
Cape Verde,CPV,24/07/2021,152937,135281,17656,,,3233,27.22,24.08,0.03
Cape Verde,CPV,26/07/2021,159446,141276,18170,,,3781,28.38,25.14,0.03
Cape Verde,CPV,03/08/2021,183620,161941,21679,,,3022,32.68,28.82,0.04
Cape Verde,CPV,09/08/2021,204780,178956,25824,,,3455,36.44,31.85,0.05
Cape Verde,CPV,16/08/2021,236976,198982,37994,,,4599,42.17,35.41,0.07
Cape Verde,CPV,20/08/2021,262164,212766,49398,,,5569,46.66,37.87,0.09
Cape Verde,CPV,25/08/2021,296476,229578,66421,,,6701,52.76,40.86,0.12
Cape Verde,CPV,31/08/2021,309001,236158,72843,,,2770,54.99,42.03,0.13
Cape Verde,CPV,11/09/2021,368789,272501,94997,,,5435,65.63,48.5,0.17
Cape Verde,CPV,16/09/2021,385717,277322,108529,,,3971,68.65,49.35,0.19
Cape Verde,CPV,22/09/2021,402075,282236,119839,,,2821,71.56,50.23,0.21
Cape Verde,CPV,26/09/2021,414300,284115,130185,,,2915,73.73,50.56,0.23
Cape Verde,CPV,30/09/2021,420246,,142748,,,2159,74.79,,0.25
Cape Verde,CPV,09/10/2021,460484,,166158,,,4471,81.95,,0.3
Cape Verde,CPV,17/10/2021,472436,286160,186276,,,1494,84.08,50.93,0.33
Cape Verde,CPV,21/10/2021,482946,292722,196347,,,2142,85.95,52.09,0.35
Cape Verde,CPV,24/10/2021,494079,292866,201213,,,3092,87.93,52.12,0.36
Cape Verde,CPV,28/10/2021,504434,293331,211103,,,3070,89.77,52.2,0.38
Cape Verde,CPV,31/10/2021,511628,293634,217093,,,2507,91.05,52.26,0.39
Cape Verde,CPV,10/11/2021,526891,295571,231320,,,1526,93.77,52.6,0.41
Cape Verde,CPV,19/11/2021,539908,,236339,,,1446,96.09,,0.42
Cape Verde,CPV,26/11/2021,544075,296998,246960,,,595,96.83,52.86,0.44
Cape Verde,CPV,03/12/2021,550192,299770,250238,,,874,97.92,53.35,0.45
Cape Verde,CPV,13/12/2021,557243,301215,254463,,,705,99.17,53.61,0.45
Cape Verde,CPV,17/12/2021,571130,302802,255954,,,2286,101.64,53.89,0.46
Cape Verde,CPV,07/01/2022,591452,317299,260515,,,968,105.26,56.47,0.46
Cape Verde,CPV,14/01/2022,611615,321577,268046,,,2880,108.85,57.23,0.48
Cape Verde,CPV,04/02/2022,671523,343776,285948,,,2853,119.51,61.18,0.51
Cape Verde,CPV,11/02/2022,683359,346572,291201,,,1691,121.62,61.68,0.52
Cape Verde,CPV,20/02/2022,692726,347561,294775,,,1041,123.28,61.85,0.52
Cape Verde,CPV,26/02/2022,704843,352330,297833,,,1880,125.44,62.7,0.53
Cape Verde,CPV,05/03/2022,711323,352929,300099,,,926,126.59,62.81,0.53
Cayman Islands,CYM,04/02/2021,11008,7811,3197,,,275,16.55,11.75,0.05
Cayman Islands,CYM,09/02/2021,13609,8839,4770,,,450,20.47,13.29,0.07
Cayman Islands,CYM,10/02/2021,14086,8912,5174,,477,479,21.18,13.4,0.08
Cayman Islands,CYM,12/02/2021,15543,9172,6371,,,574,23.37,13.79,0.1
Cayman Islands,CYM,17/02/2021,16725,9783,6942,,,377,25.15,14.71,0.1
Cayman Islands,CYM,19/02/2021,17285,10277,7008,,,249,25.99,15.45,0.11
Cayman Islands,CYM,20/02/2021,18159,10521,7638,,874,340,27.31,15.82,0.11
Cayman Islands,CYM,23/02/2021,19938,12245,7693,,,493,29.98,18.41,0.12
Cayman Islands,CYM,24/02/2021,20468,12710,7758,,530,535,30.78,19.11,0.12
Cayman Islands,CYM,05/03/2021,26580,17702,8878,,,713,39.97,26.62,0.13
Cayman Islands,CYM,12/03/2021,31980,21864,10116,,,771,48.09,32.88,0.15
Cayman Islands,CYM,16/03/2021,35984,24366,11648,,,903,54.11,36.64,0.18
Cayman Islands,CYM,18/03/2021,38304,25957,12347,,,1014,57.6,39.03,0.19
Cayman Islands,CYM,19/03/2021,39145,26321,12824,,841,1024,58.87,39.58,0.19
Cayman Islands,CYM,22/03/2021,41155,27611,13544,,,882,61.89,41.52,0.2
Cayman Islands,CYM,24/03/2021,43023,28248,14775,,,840,64.7,42.48,0.22
Cayman Islands,CYM,25/03/2021,44061,28605,15456,,1038,822,66.26,43.02,0.23
Cayman Islands,CYM,29/03/2021,47602,29644,17958,,,921,71.58,44.58,0.27
Cayman Islands,CYM,31/03/2021,49561,30476,19085,,,934,74.53,45.83,0.29
Cayman Islands,CYM,01/04/2021,50763,30607,20156,,1202,957,76.34,46.03,0.3
Cayman Islands,CYM,07/04/2021,53474,31302,22172,,,559,80.41,47.07,0.33
Cayman Islands,CYM,08/04/2021,55053,31459,23594,,1579,613,82.79,47.31,0.35
Cayman Islands,CYM,09/04/2021,56214,31661,24553,,1161,714,84.53,47.61,0.37
Cayman Islands,CYM,13/04/2021,59473,32969,26504,,,922,89.44,49.58,0.4
Cayman Islands,CYM,15/04/2021,60637,33544,27093,,,798,91.19,50.44,0.41
Cayman Islands,CYM,16/04/2021,61114,33808,27306,,477,700,91.9,50.84,0.41
Cayman Islands,CYM,20/04/2021,63350,34614,28736,,,554,95.27,52.05,0.43
Cayman Islands,CYM,21/04/2021,63774,34786,28988,,424,531,95.9,52.31,0.44
Cayman Islands,CYM,30/04/2021,65694,35774,29920,,,213,98.79,53.8,0.45
Cayman Islands,CYM,07/05/2021,69772,37470,32302,,,583,104.92,56.35,0.49
Cayman Islands,CYM,13/05/2021,73258,39493,33666,,,512,110.17,59.39,0.51
Cayman Islands,CYM,14/05/2021,73721,39792,33921,,463,564,110.86,59.84,0.51
Cayman Islands,CYM,19/05/2021,75284,40778,34305,,,372,113.21,61.32,0.52
Cayman Islands,CYM,25/05/2021,78622,42521,36101,,,522,118.23,63.94,0.54
Cayman Islands,CYM,26/05/2021,79344,42790,36554,,722,580,119.32,64.35,0.55
Cayman Islands,CYM,28/05/2021,80120,43235,36885,,,532,120.48,65.02,0.55
Cayman Islands,CYM,02/06/2021,83221,44691,38530,,,554,125.15,67.21,0.58
Cayman Islands,CYM,03/06/2021,83970,45195,38775,,749,605,126.27,67.96,0.58
Cayman Islands,CYM,05/06/2021,84856,45766,39090,,,588,127.61,68.82,0.59
Cayman Islands,CYM,08/06/2021,86711,46928,39090,,,587,130.4,70.57,0.59
Cayman Islands,CYM,17/06/2021,87517,47001,40527,,,90,131.61,70.68,0.61
Cayman Islands,CYM,21/06/2021,88911,47061,41949,,,238,133.7,70.77,0.63
Cayman Islands,CYM,22/06/2021,89619,47419,41949,,708,326,134.77,71.31,0.63
Cayman Islands,CYM,24/06/2021,90323,47633,42660,,,401,135.83,71.63,0.64
Cayman Islands,CYM,25/06/2021,90848,47802,43371,,525,426,136.62,71.88,0.65
Cayman Islands,CYM,28/06/2021,93098,48262,44793,,,598,140,72.58,0.67
Cayman Islands,CYM,30/06/2021,93525,48418,44793,,,508,140.64,72.81,0.67
Cayman Islands,CYM,01/07/2021,93652,48464,45504,,127,476,140.83,72.88,0.68
Cayman Islands,CYM,02/07/2021,93748,48493,45504,,96,414,140.98,72.92,0.68
Cayman Islands,CYM,06/07/2021,94093,48665,45504,,,112,141.5,73.18,0.68
Cayman Islands,CYM,07/07/2021,94205,48722,45504,,112,97,141.67,73.27,0.68
Cayman Islands,CYM,08/07/2021,94277,48764,45504,,72,89,141.77,73.33,0.68
Cayman Islands,CYM,12/07/2021,94633,48942,45504,,,89,142.31,73.6,0.68
Cayman Islands,CYM,14/07/2021,95136,49050,46215,,,133,143.07,73.76,0.7
Cayman Islands,CYM,15/07/2021,95501,49141,46360,,365,175,143.61,73.9,0.7
Cayman Islands,CYM,19/07/2021,96082,49316,46766,,,207,144.49,74.16,0.7
Cayman Islands,CYM,21/07/2021,96331,49403,46928,,,171,144.86,74.29,0.71
Cayman Islands,CYM,22/07/2021,96439,49444,46995,,108,134,145.03,74.35,0.71
Cayman Islands,CYM,23/07/2021,96518,49474,47044,,79,125,145.14,74.4,0.71
Cayman Islands,CYM,27/07/2021,96993,49672,47321,,,112,145.86,74.7,0.71
Cayman Islands,CYM,29/07/2021,97196,49785,47411,,,108,146.16,74.87,0.71
Cayman Islands,CYM,30/07/2021,97707,49960,47747,,511,170,146.93,75.13,0.72
Cayman Islands,CYM,02/08/2021,98117,50171,47946,,,178,147.55,75.45,0.72
Cayman Islands,CYM,06/08/2021,98419,50308,48111,,,102,148,75.65,0.72
Cayman Islands,CYM,10/08/2021,98891,50524,48367,,,100,148.71,75.98,0.73
Cayman Islands,CYM,11/08/2021,99065,50607,48458,,174,114,148.97,76.1,0.73
Cayman Islands,CYM,12/08/2021,99194,50682,48512,,129,122,149.17,76.22,0.73
Cayman Islands,CYM,18/08/2021,99635,50884,48751,,,81,149.83,76.52,0.73
Cayman Islands,CYM,20/08/2021,99790,50943,48847,,,75,150.06,76.61,0.73
Cayman Islands,CYM,24/08/2021,100164,51078,49086,,,86,150.63,76.81,0.74
Cayman Islands,CYM,29/08/2021,100362,51175,49187,,,55,150.92,76.96,0.74
Cayman Islands,CYM,31/08/2021,101008,51514,49494,,,121,151.9,77.47,0.74
Cayman Islands,CYM,02/09/2021,101372,51742,49630,,,161,152.44,77.81,0.75
Cayman Islands,CYM,06/09/2021,102052,52158,49894,,,195,153.47,78.44,0.75
Cayman Islands,CYM,08/09/2021,102399,52433,49966,,,173,153.99,78.85,0.75
Cayman Islands,CYM,10/09/2021,102633,52622,50011,,,156,154.34,79.13,0.75
Cayman Islands,CYM,11/09/2021,102860,52831,50029,,227,164,154.68,79.45,0.75
Cayman Islands,CYM,14/09/2021,103904,53626,50278,,,240,156.25,80.64,0.76
Cayman Islands,CYM,15/09/2021,104304,53934,50370,,400,272,156.85,81.11,0.76
Cayman Islands,CYM,16/09/2021,104609,54167,50442,,305,299,157.31,81.46,0.76
