location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Afghanistan,AFG,11/05/2021,504502,448878,55624,,,13921,1.27,1.13,0
Afghanistan,AFG,20/05/2021,547901,470341,77560,,,4822,1.38,1.18,0
Afghanistan,AFG,24/05/2021,573277,476367,96910,,,5692,1.44,1.2,0
Afghanistan,AFG,26/05/2021,590454,479372,111082,,,6768,1.48,1.2,0
Afghanistan,AFG,27/05/2021,593313,479574,113739,,2859,6487,1.49,1.2,0
Afghanistan,AFG,30/05/2021,600152,480226,119926,,,4746,1.51,1.21,0
Afghanistan,AFG,02/06/2021,626290,481690,144600,,,5119,1.57,1.21,0
Afghanistan,AFG,03/06/2021,630305,481800,148505,,4015,5285,1.58,1.21,0
Afghanistan,AFG,08/06/2021,641295,482952,158343,,,3388,1.61,1.21,0
Afghanistan,AFG,14/06/2021,662003,484737,177266,,,3272,1.66,1.22,0
Afghanistan,AFG,22/06/2021,765890,582128,183762,,,12986,1.92,1.46,0
Afghanistan,AFG,27/06/2021,835694,649434,186260,,,13682,2.1,1.63,0
Afghanistan,AFG,30/06/2021,886854,699200,187654,,,15286,2.23,1.76,0
Afghanistan,AFG,05/07/2021,915671,726349,189322,,,8989,2.3,1.82,0
Afghanistan,AFG,07/07/2021,934463,735213,199250,,,6801,2.35,1.85,0.01
Afghanistan,AFG,11/07/2021,962093,742934,219159,,,7455,2.42,1.87,0.01
Afghanistan,AFG,20/08/2021,1201286,770542,430744,,,1119,3.02,1.93,0.01
Afghanistan,AFG,14/11/2021,4018197,3530173,3188609,,,36635,10.09,8.86,0.08
Afghanistan,AFG,27/12/2021,4674518,4142857,3753224,,,15263,11.73,10.4,0.09
Afghanistan,AFG,09/01/2022,4903368,4358570,3809353,,,17604,12.31,10.94,0.1
Afghanistan,AFG,11/01/2022,4925111,4378818,3814837,,,15680,12.36,10.99,0.1
Afghanistan,AFG,13/01/2022,4954809,4405897,3823786,,,14893,12.44,11.06,0.1
Afghanistan,AFG,17/01/2022,4985047,4432926,3832821,,,10115,12.51,11.13,0.1
Afghanistan,AFG,19/01/2022,5004050,4450211,3836731,,,9156,12.56,11.17,0.1
Afghanistan,AFG,24/01/2022,5046054,4486527,3851307,,,8715,12.67,11.26,0.1
Afghanistan,AFG,26/01/2022,5074196,4511372,3866279,,,10021,12.74,11.33,0.1
Afghanistan,AFG,27/01/2022,5081064,4517380,3868832,,6868,9802,12.76,11.34,0.1
Afghanistan,AFG,31/01/2022,5125146,4554648,3892831,,,11299,12.87,11.43,0.1
Afghanistan,AFG,02/02/2022,5152297,4577740,3912336,,,11157,12.93,11.49,0.1
Afghanistan,AFG,07/02/2022,5216998,4634282,3959887,,,13122,13.1,11.63,0.1
Afghanistan,AFG,14/02/2022,5321308,4723416,4043580,,,14901,13.36,11.86,0.1
Afghanistan,AFG,20/02/2022,5412309,4801524,4125717,,,15129,13.59,12.05,0.1
Afghanistan,AFG,27/02/2022,5535254,4907058,4231984,,,17564,13.9,12.32,0.11
Afghanistan,AFG,06/03/2022,5597130,4952744,4281934,,,8839,14.05,12.43,0.11
Albania,ALB,09/02/2021,1127,689,438,,,82,0.04,0.02,0
Albania,ALB,17/02/2021,1701,1090,611,,,72,0.06,0.04,0
Albania,ALB,18/02/2021,3049,2438,611,,1348,254,0.11,0.08,0
Albania,ALB,22/02/2021,6728,6073,655,,,739,0.23,0.21,0
Albania,ALB,11/05/2021,622507,440921,181586,,9548,12160,21.67,15.35,0.06
Albania,ALB,12/05/2021,632676,444755,187921,,10169,10870,22.02,15.48,0.07
Albania,ALB,13/05/2021,638338,445402,192936,,5662,9445,22.22,15.5,0.07
Albania,ALB,14/05/2021,653330,448571,204759,,14992,9662,22.74,15.61,0.07
Albania,ALB,17/05/2021,680083,456980,223103,,,9589,23.67,15.91,0.08
Albania,ALB,18/05/2021,688947,460191,228756,,8864,9491,23.98,16.02,0.08
Albania,ALB,19/05/2021,697811,463402,234409,,8864,9305,24.29,16.13,0.08
Albania,ALB,20/05/2021,703743,466083,237660,,5932,9344,24.5,16.22,0.08
Albania,ALB,21/05/2021,708846,469169,239677,,5103,7931,24.67,16.33,0.08
Albania,ALB,23/05/2021,716616,472840,243776,,,6493,24.94,16.46,0.08
Albania,ALB,24/05/2021,725135,475237,249898,,8519,6436,25.24,16.54,0.09
Albania,ALB,26/05/2021,748986,479789,269197,,,7311,26.07,16.7,0.09
Albania,ALB,27/05/2021,759043,481788,277255,,10057,7900,26.42,16.77,0.1
Albania,ALB,30/05/2021,772204,485162,287042,,,7941,26.88,16.89,0.1
Albania,ALB,31/05/2021,776461,486128,290333,,4257,7332,27.03,16.92,0.1
Albania,ALB,01/06/2021,780342,487078,293264,,3881,6183,27.16,16.95,0.1
Albania,ALB,03/06/2021,787321,490050,297271,,,4040,27.4,17.06,0.1
Albania,ALB,06/06/2021,798624,492522,306102,,,3774,27.8,17.14,0.11
Albania,ALB,07/06/2021,803682,493346,310336,,5058,3889,27.97,17.17,0.11
Albania,ALB,08/06/2021,809992,494437,315555,,6310,4236,28.19,17.21,0.11
Albania,ALB,09/06/2021,816556,496024,320532,,6564,4675,28.42,17.27,0.11
Albania,ALB,10/06/2021,823053,498437,324616,,6497,5105,28.65,17.35,0.11
Albania,ALB,11/06/2021,830281,501735,328546,,7228,5599,28.9,17.46,0.11
Albania,ALB,12/06/2021,834868,503721,331147,,4587,5716,29.06,17.53,0.12
Albania,ALB,13/06/2021,836430,504257,332173,,1562,5401,29.11,17.55,0.12
Albania,ALB,14/06/2021,842535,507764,334771,,6105,5550,29.33,17.67,0.12
Albania,ALB,15/06/2021,848430,507854,340576,,5895,5491,29.53,17.68,0.12
Albania,ALB,16/06/2021,854227,509282,344945,,5797,5382,29.73,17.73,0.12
Albania,ALB,17/06/2021,862628,511175,351453,,8401,5654,30.03,17.79,0.12
Albania,ALB,20/06/2021,880912,515884,365028,,,6355,30.66,17.96,0.13
Albania,ALB,21/06/2021,890052,519674,370378,,9140,6788,30.98,18.09,0.13
Albania,ALB,22/06/2021,901429,525800,375629,,11377,7571,31.38,18.3,0.13
Albania,ALB,23/06/2021,912874,532225,380649,,11445,8378,31.77,18.53,0.13
Albania,ALB,24/06/2021,922886,537018,385868,,10012,8608,32.12,18.69,0.13
Albania,ALB,28/06/2021,943439,547300,396139,,,7627,32.84,19.05,0.14
Albania,ALB,29/06/2021,955498,556252,399246,,12059,7724,33.26,19.36,0.14
Albania,ALB,30/06/2021,968034,564530,403504,,12536,7880,33.69,19.65,0.14
Albania,ALB,01/07/2021,974486,567084,407402,,6452,7371,33.92,19.74,0.14
Albania,ALB,02/07/2021,981499,569352,412147,,7013,7639,34.16,19.82,0.14
Albania,ALB,04/07/2021,988550,571759,416791,,,7178,34.41,19.9,0.15
Albania,ALB,05/07/2021,994081,574187,419894,,5531,7235,34.6,19.99,0.15
Albania,ALB,06/07/2021,1000063,576905,423158,,5982,6366,34.81,20.08,0.15
Albania,ALB,07/07/2021,1005663,579552,426111,,5600,5376,35,20.17,0.15
Albania,ALB,08/07/2021,1011297,582106,429191,,5634,5259,35.2,20.26,0.15
Albania,ALB,09/07/2021,1016554,584832,431722,,5257,5008,35.38,20.36,0.15
Albania,ALB,10/07/2021,1021408,587238,434170,,4854,5198,35.55,20.44,0.15
Albania,ALB,11/07/2021,1022802,587876,434926,,1394,4893,35.6,20.46,0.15
Albania,ALB,12/07/2021,1029234,590476,438758,,6432,5022,35.83,20.55,0.15
Albania,ALB,13/07/2021,1035667,592502,443165,,6433,5086,36.05,20.62,0.15
Albania,ALB,14/07/2021,1043499,594669,448830,,7832,5405,36.32,20.7,0.16
Albania,ALB,15/07/2021,1052108,596977,455131,,8609,5830,36.62,20.78,0.16
Albania,ALB,16/07/2021,1060042,599387,460655,,7934,6213,36.9,20.86,0.16
Albania,ALB,17/07/2021,1067135,601701,465434,,7093,6532,37.14,20.94,0.16
Albania,ALB,18/07/2021,1069365,602460,466905,,2230,6652,37.22,20.97,0.16
Albania,ALB,20/07/2021,1082424,609538,472886,,,6680,37.68,21.22,0.16
Albania,ALB,21/07/2021,1095453,616592,478861,,13029,7422,38.13,21.46,0.17
Albania,ALB,22/07/2021,1109785,624490,485295,,14332,8240,38.63,21.74,0.17
Albania,ALB,25/07/2021,1138771,640047,498724,,,9915,39.64,22.28,0.17
Albania,ALB,29/07/2021,1179769,660756,519013,,,9998,41.06,23,0.18
Albania,ALB,30/07/2021,1190847,665632,525215,,11078,10200,41.45,23.17,0.18
Albania,ALB,31/07/2021,1198933,670215,528718,,8086,9975,41.73,23.33,0.18
Albania,ALB,01/08/2021,1203087,672765,530322,,4154,9188,41.88,23.42,0.18
Albania,ALB,02/08/2021,1212761,677938,534823,,9674,9106,42.21,23.6,0.19
Albania,ALB,03/08/2021,1221640,683052,538588,,8879,8910,42.52,23.78,0.19
Albania,ALB,04/08/2021,1229405,687768,541637,,7765,8555,42.79,23.94,0.19
Albania,ALB,05/08/2021,1238036,693000,545036,,8631,8324,43.09,24.12,0.19
Albania,ALB,08/08/2021,1259952,706470,553482,,,8124,43.86,24.59,0.19
Albania,ALB,10/08/2021,1280239,720232,560007,,,8371,44.56,25.07,0.19
Albania,ALB,13/08/2021,1309995,742540,567455,,,9236,45.6,25.85,0.2
Albania,ALB,15/08/2021,1321198,750965,570233,,,8749,45.99,26.14,0.2
Albania,ALB,16/08/2021,1330754,757938,572816,,9556,8666,46.32,26.38,0.2
Albania,ALB,17/08/2021,1340339,764997,575342,,9585,8586,46.65,26.63,0.2
Albania,ALB,19/08/2021,1358228,776986,581242,,,8307,47.28,27.05,0.2
Albania,ALB,21/08/2021,1373349,785724,587625,,,8250,47.8,27.35,0.2
Albania,ALB,22/08/2021,1376763,787510,589253,,3414,7938,47.92,27.41,0.21
Albania,ALB,23/08/2021,1386713,792663,594050,,9950,7994,48.27,27.59,0.21
Albania,ALB,24/08/2021,1396390,797441,598949,,9677,8007,48.61,27.76,0.21
Albania,ALB,25/08/2021,1405653,802394,603259,,9263,8053,48.93,27.93,0.21
Albania,ALB,26/08/2021,1415907,807368,608539,,10254,8240,49.28,28.1,0.21
Albania,ALB,27/08/2021,1427977,812555,615422,,12070,8884,49.7,28.28,0.21
Albania,ALB,29/08/2021,1444764,818955,625809,,,9714,50.29,28.51,0.22
Albania,ALB,30/08/2021,1458048,824170,633878,,13284,10191,50.75,28.69,0.22
Albania,ALB,31/08/2021,1472316,830396,641920,,14268,10847,51.25,28.9,0.22
Albania,ALB,01/09/2021,1485250,836613,648637,,12934,11371,51.7,29.12,0.23
Albania,ALB,02/09/2021,1499898,844304,655594,,14648,11999,52.21,29.39,0.23
Albania,ALB,06/09/2021,1539232,865281,673951,,,11598,53.58,30.12,0.23
Albania,ALB,07/09/2021,1553626,872116,681510,,14394,11616,54.08,30.36,0.24
Albania,ALB,08/09/2021,1567313,879459,687854,,13687,11723,54.55,30.61,0.24
Albania,ALB,09/09/2021,1579402,885981,693421,,12089,11358,54.98,30.84,0.24
Albania,ALB,10/09/2021,1589575,890978,698597,,10173,11406,55.33,31.01,0.24
Albania,ALB,11/09/2021,1598196,895363,702833,,8621,11233,55.63,31.17,0.24
Albania,ALB,12/09/2021,1601552,896926,704626,,3356,10308,55.75,31.22,0.25
Albania,ALB,13/09/2021,1610157,900814,709343,,8605,10132,56.05,31.36,0.25
Albania,ALB,14/09/2021,1618111,904594,713517,,7954,9212,56.32,31.49,0.25
Albania,ALB,15/09/2021,1625636,908232,717404,,7525,8332,56.58,31.61,0.25
Albania,ALB,16/09/2021,1632986,911372,721614,,7350,7655,56.84,31.72,0.25
Albania,ALB,17/09/2021,1640239,914401,725838,,7253,7238,57.09,31.83,0.25
Albania,ALB,19/09/2021,1649884,918307,731577,,,6905,57.43,31.96,0.25
Albania,ALB,20/09/2021,1657595,921001,736594,,7711,6777,57.7,32.06,0.26
Albania,ALB,21/09/2021,1665590,923771,741819,,7995,6783,57.98,32.15,0.26
Albania,ALB,22/09/2021,1674093,926652,747441,,8503,6922,58.27,32.25,0.26
Albania,ALB,23/09/2021,1683644,929624,754020,,9551,7237,58.6,32.36,0.26
Albania,ALB,24/09/2021,1693555,932595,760960,,9911,7617,58.95,32.46,0.26
Albania,ALB,27/09/2021,1715133,938985,776148,,,8220,59.7,32.68,0.27
Albania,ALB,28/09/2021,1723996,941418,782578,,8863,8344,60.01,32.77,0.27
Albania,ALB,29/09/2021,1732549,944011,788538,,8553,8351,60.31,32.86,0.27
Albania,ALB,30/09/2021,1741373,946495,794878,,8824,8247,60.61,32.95,0.28
Albania,ALB,01/10/2021,1749106,948553,800553,,7733,7936,60.88,33.02,0.28
Albania,ALB,02/10/2021,1756040,950620,805420,,6934,7899,61.12,33.09,0.28
Albania,ALB,04/10/2021,1764714,952949,811765,,,7083,61.43,33.17,0.28
Albania,ALB,05/10/2021,1771542,955083,816459,,6828,6792,61.66,33.24,0.28
Albania,ALB,06/10/2021,1778093,957147,820946,,6551,6506,61.89,33.32,0.29
Albania,ALB,07/10/2021,1783984,958874,825110,,5891,6087,62.1,33.38,0.29
Albania,ALB,08/10/2021,1789592,960652,828940,,5608,5784,62.29,33.44,0.29
Albania,ALB,09/10/2021,1795351,962281,833070,,5759,5616,62.49,33.49,0.29
Albania,ALB,11/10/2021,1803799,,834469,,,5584,62.79,,0.29
Albania,ALB,12/10/2021,1810433,968117,842316,,6634,5556,63.02,33.7,0.29
Albania,ALB,13/10/2021,1816580,970703,845877,,6147,5498,63.23,33.79,0.29
Albania,ALB,17/10/2021,1836856,979655,857201,,,5326,63.94,34.1,0.3
Albania,ALB,18/10/2021,1842661,982467,860194,,5805,5552,64.14,34.2,0.3
Albania,ALB,19/10/2021,1848634,985320,863314,,5973,5457,64.35,34.3,0.3
Albania,ALB,20/10/2021,1854615,988414,866201,,5981,5434,64.55,34.4,0.3
Albania,ALB,21/10/2021,1860335,991371,868964,,5720,5527,64.75,34.51,0.3
Albania,ALB,22/10/2021,1865942,994446,871496,,5607,5603,64.95,34.61,0.3
Albania,ALB,24/10/2021,1873903,998130,875773,,,5292,65.23,34.74,0.3
Albania,ALB,25/10/2021,1879391,1000993,878398,,5488,5247,65.42,34.84,0.31
Albania,ALB,27/10/2021,1891041,1007734,883307,,,5204,65.82,35.08,0.31
Albania,ALB,28/10/2021,1896652,1011039,885613,,5611,5188,66.02,35.19,0.31
Albania,ALB,29/10/2021,1901824,1013959,887865,,5172,5126,66.2,35.29,0.31
Albania,ALB,01/11/2021,1909861,1018154,891707,,,4353,66.48,35.44,0.31
Albania,ALB,03/11/2021,1926604,1025180,898625,2799,,5080,67.06,35.68,0.31
Albania,ALB,06/11/2021,1944676,1031588,904858,8230,,5739,67.69,35.91,0.32
Albania,ALB,07/11/2021,1947148,1032457,905876,8815,2472,5709,67.78,35.94,0.32
Albania,ALB,09/11/2021,1963359,1037546,910845,14968,,6447,68.34,36.11,0.32
Albania,ALB,10/11/2021,1971973,1040015,913524,18434,8614,6481,68.64,36.2,0.32
Albania,ALB,11/11/2021,1980231,1042227,916432,21572,8258,6800,68.93,36.28,0.32
Albania,ALB,14/11/2021,2000104,1047822,924194,28088,,7565,69.62,36.47,0.32
Albania,ALB,16/11/2021,2016954,1051540,930527,34887,,7656,70.21,36.6,0.32
Albania,ALB,17/11/2021,2025561,1053553,933630,38378,8607,7655,70.5,36.67,0.33
Albania,ALB,18/11/2021,2033766,1055690,936539,41537,8205,7648,70.79,36.75,0.33
Albania,ALB,21/11/2021,2050342,1059927,942903,47512,,7177,71.37,36.89,0.33
Albania,ALB,24/11/2021,2074670,1065961,951371,57338,,7016,72.21,37.1,0.33
Albania,ALB,25/11/2021,2081782,1067769,953489,60524,7112,6859,72.46,37.17,0.33
Albania,ALB,28/11/2021,2096897,1071871,959555,65471,,6651,72.99,37.31,0.33
Albania,ALB,30/11/2021,2101039,1072645,961013,67381,,4925,73.13,37.34,0.33
Albania,ALB,01/12/2021,2111797,1075332,965964,70501,10758,5304,73.51,37.43,0.34
Albania,ALB,03/12/2021,2130714,1080490,971974,78250,,6271,74.17,37.61,0.34
Albania,ALB,05/12/2021,2141863,1084071,975573,82219,,6424,74.55,37.73,0.34
Albania,ALB,06/12/2021,2151065,1087187,978333,85545,9202,7442,74.87,37.84,0.34
Albania,ALB,07/12/2021,2161198,1090591,981170,89437,10133,8594,75.23,37.96,0.34
Albania,ALB,08/12/2021,2166207,1092316,982658,91233,5009,7773,75.4,38.02,0.34
Albania,ALB,12/12/2021,2196145,1102621,992353,101171,,7755,76.44,38.38,0.35
Albania,ALB,13/12/2021,2206089,1105501,995500,105088,9944,7861,76.79,38.48,0.35
Albania,ALB,14/12/2021,2216402,1108572,998326,109504,10313,7886,77.15,38.59,0.35
Albania,ALB,15/12/2021,2226267,1111494,1001189,113584,9865,8580,77.49,38.69,0.35
Albania,ALB,18/12/2021,2251010,1119430,1008465,123115,,8907,78.35,38.96,0.35
Albania,ALB,21/12/2021,2270522,1126181,1013806,130535,,7731,79.03,39.2,0.35
Albania,ALB,23/12/2021,2286235,1131547,1018549,136139,,7389,79.58,39.39,0.35
Albania,ALB,28/12/2021,2316606,1141486,1031132,143988,,6583,80.64,39.73,0.36
Albania,ALB,04/01/2022,2356290,1155638,1049525,151127,,5669,82.02,40.23,0.37
Albania,ALB,05/01/2022,2367574,1160648,1053236,153690,11284,6471,82.41,40.4,0.37
Albania,ALB,08/01/2022,2398207,1175177,1060267,162763,,8418,83.48,40.91,0.37
Albania,ALB,10/01/2022,2410728,1179912,1064297,166519,,8587,83.91,41.07,0.37
Albania,ALB,11/01/2022,2419734,1183130,1067328,169276,9006,9063,84.23,41.18,0.37
Albania,ALB,30/01/2022,2523683,1210040,1111520,202123,,5471,87.84,42.12,0.39
Albania,ALB,01/02/2022,2612804,1250672,1156751,205381,,16639,90.95,43.53,0.4
Albania,ALB,06/02/2022,2634377,1255350,1166963,212064,,15813,91.7,43.7,0.41
Albania,ALB,07/02/2022,2639523,1256409,1169470,213644,5146,10183,91.88,43.73,0.41
Albania,ALB,13/02/2022,2661838,1261189,1179476,221173,,3923,92.65,43.9,0.41
Albania,ALB,14/02/2022,2665804,1262067,1181246,222491,3966,3754,92.79,43.93,0.41
Albania,ALB,15/02/2022,2669695,1262935,1182883,223877,3891,3779,92.93,43.96,0.41
Albania,ALB,16/02/2022,2673183,1263745,1184292,225146,3488,3746,93.05,43.99,0.41
Albania,ALB,20/02/2022,2683715,1265923,1188503,229289,,3125,93.41,44.06,0.41
Albania,ALB,27/02/2022,2702638,1269746,1196277,236615,,2703,94.07,44.2,0.42
Albania,ALB,01/03/2022,2708574,1270745,1198759,239070,,2779,94.28,44.23,0.42
Algeria,DZA,20/08/2021,4146091,3421279,724812,,,22369,9.29,7.67,0.02
Algeria,DZA,04/09/2021,8000000,5000000,3000000,,,256927,17.93,11.21,0.07
Algeria,DZA,25/09/2021,10049978,6017036,4032942,,,4640,22.53,13.49,0.09
Algeria,DZA,24/10/2021,11080739,6328806,4751933,,,35543,24.84,14.18,0.11
Algeria,DZA,27/10/2021,11148720,6351998,4796722,,,30022,24.99,14.24,0.11
Algeria,DZA,30/10/2021,11179354,6364327,4815027,,,19165,25.06,14.26,0.11
Algeria,DZA,02/11/2021,11271319,6399209,4872110,,,20751,25.26,14.34,0.11
Algeria,DZA,08/11/2021,11316115,6418827,4897288,,,10779,25.36,14.39,0.11
Algeria,DZA,13/11/2021,11376816,6446373,4930443,,,10805,25.5,14.45,0.11
Algeria,DZA,21/11/2021,12008974,6697263,5298544,13167,,79020,26.92,15.01,0.12
Algeria,DZA,22/11/2021,12032500,6703364,5314016,,23526,71092,26.97,15.02,0.12
Algeria,DZA,25/11/2021,12076870,6716299,5340231,20340,,43565,27.07,15.05,0.12
Algeria,DZA,29/11/2021,12145830,6740064,5380385,25381,,16190,27.22,15.11,0.12
Algeria,DZA,30/11/2021,12293060,6875003,5391232,,147230,35110,27.55,15.41,0.12
Algeria,DZA,14/12/2021,12437324,7019879,5554702,,,10305,27.88,15.73,0.12
Algeria,DZA,21/12/2021,12545356,7060737,5609040,,,15433,28.12,15.83,0.13
Algeria,DZA,09/01/2022,12974545,7247787,5796432,,,22589,29.08,16.24,0.13
Algeria,DZA,08/02/2022,13461201,7403900,6003539,,,16222,30.17,16.59,0.13
Algeria,DZA,20/02/2022,13631683,7456361,6076272,,,14207,30.55,16.71,0.14
Andorra,AND,08/03/2021,3611,2439,1172,,,108,4.67,3.15,0.02
Andorra,AND,10/03/2021,4914,3650,1264,,,264,6.35,4.72,0.02
Andorra,AND,15/03/2021,8363,7098,1265,,,679,10.81,9.18,0.02
Andorra,AND,05/04/2021,15269,9781,4484,,2829,573,19.74,12.64,0.06
Andorra,AND,19/04/2021,26414,21733,4681,,,1050,34.15,28.1,0.06
Andorra,AND,26/04/2021,28503,23822,4681,,,298,36.85,30.8,0.06
Andorra,AND,03/05/2021,28881,24182,4699,,,54,37.34,31.26,0.06
Andorra,AND,10/05/2021,31633,26931,4702,,,393,40.89,34.82,0.06
Andorra,AND,17/05/2021,32317,27613,4704,,,98,41.78,35.7,0.06
Andorra,AND,31/05/2021,35916,27613,8303,,,257,46.43,35.7,0.11
Andorra,AND,07/06/2021,41473,30535,10938,,,794,53.61,39.47,0.14
Andorra,AND,14/06/2021,51107,34646,16416,,,1376,66.07,44.79,0.21
Andorra,AND,21/06/2021,63265,38667,24598,,,1737,81.79,49.99,0.32
Andorra,AND,28/06/2021,68329,41716,26613,,,723,88.33,53.93,0.34
Andorra,AND,12/07/2021,70018,43008,27010,,,121,90.52,55.6,0.35
Andorra,AND,19/07/2021,82349,48445,33904,,,1762,106.46,62.63,0.44
Andorra,AND,01/08/2021,86320,50747,35573,,,305,111.59,65.6,0.46
Andorra,AND,15/08/2021,91660,51044,40616,,,381,118.49,65.99,0.53
Andorra,AND,29/08/2021,95918,52910,43008,,,304,124,68.4,0.56
Andorra,AND,26/09/2021,102032,54312,47720,,,218,131.9,70.21,0.62
Andorra,AND,03/10/2021,102692,54383,48309,,,94,132.76,70.3,0.62
Andorra,AND,31/10/2021,104534,54999,49535,,,66,135.14,71.1,0.64
Andorra,AND,05/12/2021,106428,56095,50333,,,54,137.59,72.52,0.65
Andorra,AND,12/12/2021,115709,56628,50551,8530,,1326,149.58,73.21,0.65
Andorra,AND,26/12/2021,117246,57085,51392,8769,,110,151.57,73.8,0.66
Andorra,AND,16/01/2022,135421,57643,53046,24732,,865,175.07,74.52,0.69
Andorra,AND,23/01/2022,140193,57709,53104,,,682,181.24,74.6,0.69
Andorra,AND,06/02/2022,141962,57791,53208,,,126,183.52,74.71,0.69
Andorra,AND,13/02/2022,142420,57797,53250,,,65,184.11,74.72,0.69
Angola,AGO,12/05/2021,626572,586377,40195,,,8959,1.85,1.73,0
Angola,AGO,18/05/2021,681502,606287,75215,,,9127,2.01,1.79,0
Angola,AGO,21/05/2021,757535,630984,126551,,,16093,2.23,1.86,0
Angola,AGO,26/05/2021,859979,663049,196930,,,21876,2.53,1.95,0.01
Angola,AGO,31/05/2021,909215,679034,230181,,,12888,2.68,2,0.01
Angola,AGO,08/06/2021,1115919,740289,375630,,,25838,3.29,2.18,0.01
Angola,AGO,10/06/2021,1222630,774926,447704,,,33700,3.6,2.28,0.01
Angola,AGO,15/06/2021,1314375,822109,492266,,,28351,3.87,2.42,0.01
Angola,AGO,20/06/2021,1380174,866381,513793,,,14642,4.07,2.55,0.02
Angola,AGO,24/06/2021,1432699,909119,523580,,,13143,4.22,2.68,0.02
Angola,AGO,28/06/2021,1488292,943301,544991,,,13570,4.39,2.78,0.02
Angola,AGO,05/07/2021,1513460,951772,561688,,,3595,4.46,2.8,0.02
Angola,AGO,12/07/2021,1558201,958373,599828,,,6392,4.59,2.82,0.02
Angola,AGO,19/07/2021,1592537,958373,634164,,,4905,4.69,2.82,0.02
Angola,AGO,03/08/2021,1680059,969946,710113,,,5835,4.95,2.86,0.02
Angola,AGO,09/08/2021,1695588,972978,722610,,,3052,5,2.87,0.02
Angola,AGO,16/08/2021,1727488,1000191,727297,,,4557,5.09,2.95,0.02
Angola,AGO,20/08/2021,1754073,1025762,728311,,,5751,5.17,3.02,0.02
Angola,AGO,25/08/2021,1841568,1110558,731010,,,14398,5.43,3.27,0.02
Angola,AGO,01/09/2021,2086325,1165755,920570,,,34965,6.15,3.44,0.03
Angola,AGO,11/09/2021,2469333,1510880,958453,,,38301,7.28,4.45,0.03
Angola,AGO,19/09/2021,2820134,1836547,983587,,,43850,8.31,5.41,0.03
Angola,AGO,26/09/2021,3134137,2127405,1006732,,,44858,9.24,6.27,0.03
Angola,AGO,08/10/2021,4074677,2863708,1210969,,,78378,12.01,8.44,0.04
Angola,AGO,14/10/2021,4448653,3158501,1290152,,,64622,13.11,9.31,0.04
Angola,AGO,18/10/2021,5224697,3787300,1437397,,,137576,15.4,11.16,0.04
Angola,AGO,20/10/2021,5661085,4126328,1534757,,,182109,16.68,12.16,0.05
Angola,AGO,26/10/2021,6164219,4498272,1665947,,,103047,18.17,13.26,0.05
Angola,AGO,02/11/2021,6647925,4846094,1801831,,,69101,19.59,14.28,0.05
Angola,AGO,07/11/2021,7246966,5269623,1977343,,,105320,21.36,15.53,0.06
Angola,AGO,11/11/2021,7806481,5802574,2003907,,,131277,23.01,17.1,0.06
Angola,AGO,18/11/2021,8231981,5950213,2281768,,,60786,24.26,17.53,0.07
Angola,AGO,21/11/2021,8798259,6145451,2652808,,,115632,25.93,18.11,0.08
Angola,AGO,24/11/2021,9026310,6266044,2760266,,,122159,26.6,18.47,0.08
Angola,AGO,02/12/2021,9847459,,3072475,,,102644,29.02,,0.09
Angola,AGO,06/12/2021,10018061,6737721,3280340,,,68362,29.52,19.86,0.1
Angola,AGO,09/12/2021,10319552,7003795,3315757,,,67442,30.41,20.64,0.1
Angola,AGO,15/12/2021,10805281,7246240,3559041,,,83747,31.84,21.35,0.1
Angola,AGO,23/12/2021,11164918,7423668,3741250,,,44955,32.9,21.88,0.11
Angola,AGO,30/12/2021,11615144,7685417,3929727,,,64318,34.23,22.65,0.12
Angola,AGO,06/01/2022,11797041,7803739,3993302,,,25985,34.77,23,0.12
Angola,AGO,08/01/2022,12099891,8176125,4174988,,,61825,35.66,24.09,0.12
Angola,AGO,12/01/2022,12377226,8178286,4198940,,,86596,36.47,24.1,0.12
Angola,AGO,14/01/2022,12690132,8298224,4308880,,,105952,37.4,24.45,0.13
Angola,AGO,23/01/2022,13944656,9287396,4540048,,,139392,41.09,27.37,0.13
Angola,AGO,28/01/2022,14588435,9713546,4731866,,,131795,42.99,28.63,0.14
Angola,AGO,02/02/2022,15039557,9999633,4880035,,,101233,44.32,29.47,0.14
Angola,AGO,09/02/2022,15505389,10241793,5088239,,,66547,45.69,30.18,0.15
Angola,AGO,15/02/2022,15902065,10427400,5278086,,,66175,46.86,30.73,0.16
Angola,AGO,22/02/2022,16259606,10591264,5448403,,,51077,47.92,31.21,0.16
Angola,AGO,02/03/2022,16633167,10780927,5609044,,,46695,49.02,31.77,0.17
Anguilla,AIA,22/04/2021,6898,6115,783,,,106,45.61,40.43,0.05
Anguilla,AIA,17/05/2021,13235,8811,4424,,,253,87.5,58.25,0.29
Anguilla,AIA,28/05/2021,14443,9004,5439,,,110,95.49,59.53,0.36
Anguilla,AIA,04/06/2021,14557,9044,5513,,,16,96.24,59.8,0.36
Anguilla,AIA,11/06/2021,14937,9119,5818,,,54,98.76,60.29,0.38
Anguilla,AIA,18/06/2021,15198,9183,6015,,,37,100.48,60.71,0.4
Anguilla,AIA,25/06/2021,15789,9264,6525,,,84,104.39,61.25,0.43
