location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Afghanistan,AFG,2021-05-11,504502,448878,55624,,,13921,1.27,1.13,0
Afghanistan,AFG,2021-05-20,547901,470341,77560,,,4822,1.38,1.18,0
Afghanistan,AFG,2021-05-24,573277,476367,96910,,,5692,1.44,1.2,0
Afghanistan,AFG,2021-05-26,590454,479372,111082,,,6768,1.48,1.2,0
Afghanistan,AFG,2021-05-27,593313,479574,113739,,2859,6487,1.49,1.2,0
Afghanistan,AFG,2021-05-30,600152,480226,119926,,,4746,1.51,1.21,0
Afghanistan,AFG,2021-06-02,626290,481690,144600,,,5119,1.57,1.21,0
Afghanistan,AFG,2021-06-03,630305,481800,148505,,4015,5285,1.58,1.21,0
Afghanistan,AFG,2021-06-08,641295,482952,158343,,,3388,1.61,1.21,0
Afghanistan,AFG,2021-06-14,662003,484737,177266,,,3272,1.66,1.22,0
Afghanistan,AFG,2021-06-22,765890,582128,183762,,,12986,1.92,1.46,0
Afghanistan,AFG,2021-06-27,835694,649434,186260,,,13682,2.1,1.63,0
Afghanistan,AFG,2021-06-30,886854,699200,187654,,,15286,2.23,1.76,0
Afghanistan,AFG,2021-07-05,915671,726349,189322,,,8989,2.3,1.82,0
Afghanistan,AFG,2021-07-07,934463,735213,199250,,,6801,2.35,1.85,0.01
Afghanistan,AFG,2021-07-11,962093,742934,219159,,,7455,2.42,1.87,0.01
Afghanistan,AFG,2021-08-20,1201286,770542,430744,,,1119,3.02,1.93,0.01
Afghanistan,AFG,2021-11-14,4018197,3530173,3188609,,,36635,10.09,8.86,0.08
Afghanistan,AFG,2021-12-27,4674518,4142857,3753224,,,15263,11.73,10.4,0.09
Afghanistan,AFG,2022-01-09,4903368,4358570,3809353,,,17604,12.31,10.94,0.1
Afghanistan,AFG,2022-01-11,4925111,4378818,3814837,,,15680,12.36,10.99,0.1
Afghanistan,AFG,2022-01-13,4954809,4405897,3823786,,,14893,12.44,11.06,0.1
Afghanistan,AFG,2022-01-17,4985047,4432926,3832821,,,10115,12.51,11.13,0.1
Afghanistan,AFG,2022-01-19,5004050,4450211,3836731,,,9156,12.56,11.17,0.1
Afghanistan,AFG,2022-01-24,5046054,4486527,3851307,,,8715,12.67,11.26,0.1
Afghanistan,AFG,2022-01-26,5074196,4511372,3866279,,,10021,12.74,11.33,0.1
Afghanistan,AFG,2022-01-27,5081064,4517380,3868832,,6868,9802,12.76,11.34,0.1
Afghanistan,AFG,2022-01-31,5125146,4554648,3892831,,,11299,12.87,11.43,0.1
Afghanistan,AFG,2022-02-02,5152297,4577740,3912336,,,11157,12.93,11.49,0.1
Afghanistan,AFG,2022-02-07,5216998,4634282,3959887,,,13122,13.1,11.63,0.1
Afghanistan,AFG,2022-02-14,5321308,4723416,4043580,,,14901,13.36,11.86,0.1
Afghanistan,AFG,2022-02-20,5412309,4801524,4125717,,,15129,13.59,12.05,0.1
Afghanistan,AFG,2022-02-27,5535254,4907058,4231984,,,17564,13.9,12.32,0.11
Afghanistan,AFG,2022-03-06,5597130,4952744,4281934,,,8839,14.05,12.43,0.11
Africa,OWID_AFR,2021-02-23,2854362,2799750,86927,,102549,140359,0.21,0.2,0
Africa,OWID_AFR,2021-02-24,3151789,3091099,102499,,299231,161949,0.23,0.23,0
Africa,OWID_AFR,2021-02-25,3435126,3367981,119792,,280613,183228,0.25,0.25,0
Africa,OWID_AFR,2021-02-26,3677781,3557825,183604,,244459,201588,0.27,0.26,0
Africa,OWID_AFR,2021-02-27,3866524,3681069,252758,,186205,212586,0.28,0.27,0
Africa,OWID_AFR,2021-02-28,3874251,3688796,255982,,183139,218485,0.28,0.27,0
Africa,OWID_AFR,2021-03-01,4092105,3834895,330257,,188826,224535,0.3,0.28,0
Africa,OWID_AFR,2021-03-02,4253030,3934943,394124,,162729,262819,0.31,0.29,0
Africa,OWID_AFR,2021-03-03,4424425,4039134,468861,,172467,244439,0.32,0.29,0
Africa,OWID_AFR,2021-03-04,4570416,4132764,529681,,146021,225141,0.33,0.3,0
Africa,OWID_AFR,2021-03-05,4808377,4283815,624742,,163787,214931,0.35,0.31,0
Africa,OWID_AFR,2021-03-06,5013434,4409872,705135,,203881,216781,0.37,0.32,0
Africa,OWID_AFR,2021-03-07,5054444,4450882,705135,,156820,215061,0.37,0.32,0
Africa,OWID_AFR,2021-03-08,5402720,4724802,779759,,131311,216626,0.39,0.34,0
Africa,OWID_AFR,2021-03-09,5543143,4799463,850734,,141305,216535,0.4,0.35,0
Africa,OWID_AFR,2021-03-10,5883345,5002177,1010055,,236471,232484,0.43,0.36,0
Africa,OWID_AFR,2021-03-11,6071753,5072638,1137129,,193065,241354,0.44,0.37,0
Africa,OWID_AFR,2021-03-12,6381772,5129777,1397210,,314434,263332,0.46,0.37,0
Africa,OWID_AFR,2021-03-13,6785420,5286646,1644318,,299658,278641,0.49,0.38,0
Africa,OWID_AFR,2021-03-14,6801943,5303169,1644318,,299231,285018,0.5,0.39,0
Africa,OWID_AFR,2021-03-15,7194978,5400064,1942667,,357696,304812,0.52,0.39,0
Africa,OWID_AFR,2021-03-16,7430457,5441219,2146524,,230196,316635,0.54,0.4,0
Africa,OWID_AFR,2021-03-17,7632156,5487833,2312736,,186708,308517,0.56,0.4,0
Africa,OWID_AFR,2021-03-18,7819596,5675022,2321849,,188407,306759,0.57,0.41,0
Africa,OWID_AFR,2021-03-19,8102429,5746851,2563824,,192730,286121,0.59,0.42,0
Africa,OWID_AFR,2021-03-20,8194788,5768178,2634856,,105584,258837,0.6,0.42,0
Africa,OWID_AFR,2021-03-21,8216336,5789726,2634856,,96301,248996,0.6,0.42,0
Africa,OWID_AFR,2021-03-22,8338577,5818325,2728498,,107219,231329,0.61,0.42,0
Africa,OWID_AFR,2021-03-23,8484800,5892540,2820695,,126272,216241,0.62,0.43,0
Africa,OWID_AFR,2021-03-24,9420911,6573493,3089404,,350825,240212,0.69,0.48,0
Africa,OWID_AFR,2021-03-25,9709302,6633967,3329642,,288360,265363,0.71,0.48,0
Africa,OWID_AFR,2021-03-26,9977830,6739396,3503614,,225029,282436,0.73,0.49,0
Africa,OWID_AFR,2021-03-27,10303667,6963287,3606163,,164996,296831,0.75,0.51,0
Africa,OWID_AFR,2021-03-28,10562516,7219473,3608826,,143669,308878,0.77,0.53,0
Africa,OWID_AFR,2021-03-29,10775431,7306239,3743035,,142005,321220,0.78,0.53,0
Africa,OWID_AFR,2021-03-30,10972216,7387591,3870510,,175990,338221,0.8,0.54,0
Africa,OWID_AFR,2021-03-31,11476248,7745077,3995049,,180716,325014,0.84,0.56,0
Africa,OWID_AFR,2021-04-01,11729825,7901390,4097537,,272007,317673,0.85,0.58,0
Africa,OWID_AFR,2021-04-02,11883589,7978373,4174318,,249640,302424,0.87,0.58,0
Africa,OWID_AFR,2021-04-03,12018828,8061917,4226013,,233972,293039,0.88,0.59,0
Africa,OWID_AFR,2021-04-04,12082780,8132039,4226289,,222600,287474,0.88,0.59,0
Africa,OWID_AFR,2021-04-05,12236282,8227187,4285890,,213283,279834,0.89,0.6,0
Africa,OWID_AFR,2021-04-06,12575036,8521870,4333474,,245677,270236,0.92,0.62,0
Africa,OWID_AFR,2021-04-07,12960258,8839889,4399278,,261783,262716,0.94,0.64,0
Africa,OWID_AFR,2021-04-08,13685750,9528531,4443032,,362646,261256,1.0,0.69,0
Africa,OWID_AFR,2021-04-09,13840825,9655739,4477593,,343961,292457,1.01,0.7,0
Africa,OWID_AFR,2021-04-10,14000751,9777098,4516916,,367339,294100,1.02,0.71,0
Africa,OWID_AFR,2021-04-11,14150137,9912181,4531219,,308627,291807,1.03,0.72,0
Africa,OWID_AFR,2021-04-12,14259556,10023098,4533119,,317774,292945,1.04,0.73,0
Africa,OWID_AFR,2021-04-13,14372773,10125649,4546621,,358401,284888,1.05,0.74,0
Africa,OWID_AFR,2021-04-14,14720408,10461361,4558759,,369677,280168,1.07,0.76,0
Africa,OWID_AFR,2021-04-15,14863081,10566041,4589663,,261510,265885,1.08,0.77,0
Africa,OWID_AFR,2021-04-16,15071502,10763273,4600852,,287756,267243,1.1,0.78,0
Africa,OWID_AFR,2021-04-17,15369995,11054635,4607983,,315599,267653,1.12,0.8,0
Africa,OWID_AFR,2021-04-18,15940217,11602017,4630823,,294686,270563,1.16,0.84,0
Africa,OWID_AFR,2021-04-19,16153571,11797570,4648624,,262973,266512,1.18,0.86,0
Africa,OWID_AFR,2021-04-20,16319878,11948593,4663908,,214764,264002,1.19,0.87,0
Africa,OWID_AFR,2021-04-21,16544360,12156917,4680066,,252644,259851,1.2,0.89,0
Africa,OWID_AFR,2021-04-22,16629919,12230662,4691880,,228470,253206,1.21,0.89,0
Africa,OWID_AFR,2021-04-23,16816072,12396061,4712634,,252855,243782,1.22,0.9,0
Africa,OWID_AFR,2021-04-24,16889560,12454391,4727792,,261659,233119,1.23,0.91,0
Africa,OWID_AFR,2021-04-25,16968624,12520417,4740830,,234639,231325,1.24,0.91,0
Africa,OWID_AFR,2021-04-26,17067708,12604522,4755809,,240117,230025,1.24,0.92,0
Africa,OWID_AFR,2021-04-27,17236944,12746364,4783203,,320089,240915,1.25,0.93,0
Africa,OWID_AFR,2021-04-28,18296567,13765816,4828904,,423501,263135,1.33,1.0,0
Africa,OWID_AFR,2021-04-29,18412478,13863896,4856173,,478391,269606,1.34,1.01,0
Africa,OWID_AFR,2021-04-30,18553633,13988174,4883115,,464794,267984,1.35,1.02,0
Africa,OWID_AFR,2021-05-01,18680562,14102882,4896350,,284854,266432,1.36,1.03,0
Africa,OWID_AFR,2021-05-02,18737253,14151042,4904881,,205141,266478,1.36,1.03,0
Africa,OWID_AFR,2021-05-03,18912400,14294356,4947142,,246970,271166,1.38,1.04,0
Africa,OWID_AFR,2021-05-04,19208526,14534058,5027649,,450506,284796,1.4,1.06,0
Africa,OWID_AFR,2021-05-05,19465156,14750879,5082069,,397521,276189,1.42,1.07,0
Africa,OWID_AFR,2021-05-06,19624727,14884555,5107964,,430221,284250,1.43,1.08,0
Africa,OWID_AFR,2021-05-07,20217766,15433664,5166964,,753594,345206,1.47,1.12,0
Africa,OWID_AFR,2021-05-08,20470293,15587001,5265772,,339013,360254,1.49,1.13,0
Africa,OWID_AFR,2021-05-09,21199764,16063512,5518732,,310886,379749,1.54,1.17,0
Africa,OWID_AFR,2021-05-10,21661168,16498947,5557451,,305036,393533,1.58,1.2,0
Africa,OWID_AFR,2021-05-11,22093409,16908217,5599564,,500183,401459,1.61,1.23,0
Africa,OWID_AFR,2021-05-12,23173673,17830589,5773814,,421609,407036,1.69,1.3,0
Africa,OWID_AFR,2021-05-13,23349102,17994421,5809850,,382844,404697,1.7,1.31,0
Africa,OWID_AFR,2021-05-14,23545212,18156406,5863124,,288339,350319,1.71,1.32,0
Africa,OWID_AFR,2021-05-15,23859298,18397250,5940500,,371098,370419,1.74,1.34,0
Africa,OWID_AFR,2021-05-16,23952426,18481006,5950153,,331931,379047,1.74,1.35,0
Africa,OWID_AFR,2021-05-17,24419391,18880692,6017432,,344998,388370,1.78,1.37,0
Africa,OWID_AFR,2021-05-18,25194293,19509041,6165017,,588111,416889,1.83,1.42,0
Africa,OWID_AFR,2021-05-19,25785942,19970431,6295276,,631331,463714,1.88,1.45,0
Africa,OWID_AFR,2021-05-20,26225226,20334856,6370135,,583570,518218,1.91,1.48,0
Africa,OWID_AFR,2021-05-21,27003443,20849019,6634192,,563944,572359,1.97,1.52,0
Africa,OWID_AFR,2021-05-22,27828521,21569557,6738732,,405017,574495,2.03,1.57,0
Africa,OWID_AFR,2021-05-23,28053599,21770774,6762593,,472814,577848,2.04,1.59,0
Africa,OWID_AFR,2021-05-24,28573801,22217011,6836558,,494928,587490,2.08,1.62,0.01
Africa,OWID_AFR,2021-05-25,29272846,22769168,6983446,,761719,613240,2.13,1.66,0.01
Africa,OWID_AFR,2021-05-26,29659348,23002547,7112926,,770952,597688,2.16,1.67,0.01
Africa,OWID_AFR,2021-05-27,29882000,23189766,7136486,,800520,594605,2.18,1.69,0.01
Africa,OWID_AFR,2021-05-28,30063329,23332951,7174630,,775567,587688,2.19,1.7,0.01
Africa,OWID_AFR,2021-05-29,30663011,23858761,7229614,,699412,595240,2.23,1.74,0.01
Africa,OWID_AFR,2021-05-30,30985815,24062769,7296977,,718487,604844,2.26,1.75,0.01
Africa,OWID_AFR,2021-05-31,33013477,24926439,8432047,,762512,614794,2.4,1.81,0.01
Africa,OWID_AFR,2021-06-01,33811824,25482397,8669747,,569874,580972,2.46,1.86,0.01
Africa,OWID_AFR,2021-06-02,34313737,25770563,8853952,,589112,581154,2.5,1.88,0.01
Africa,OWID_AFR,2021-06-03,34777443,26112569,8974842,,673221,590174,2.53,1.9,0.01
Africa,OWID_AFR,2021-06-04,35024406,26232053,9103131,,668508,566703,2.55,1.91,0.01
Africa,OWID_AFR,2021-06-05,35258269,26347761,9179236,,607615,543448,2.57,1.92,0.01
Africa,OWID_AFR,2021-06-06,35499875,26396544,9372059,,586928,539159,2.58,1.92,0.01
Africa,OWID_AFR,2021-06-07,36082955,26676319,9675364,,662710,537618,2.63,1.94,0.01
Africa,OWID_AFR,2021-06-08,37188892,27215521,10230768,,818538,567549,2.71,1.98,0.01
Africa,OWID_AFR,2021-06-09,38220307,27820572,10657132,,653149,580174,2.78,2.03,0.01
Africa,OWID_AFR,2021-06-10,38836032,28077162,11002402,,595629,571454,2.83,2.04,0.01
Africa,OWID_AFR,2021-06-11,39209078,28231006,11221604,,590462,594115,2.85,2.06,0.01
Africa,OWID_AFR,2021-06-12,39520074,28413979,11341272,,382496,593486,2.88,2.07,0.01
Africa,OWID_AFR,2021-06-13,39608060,28458376,11367224,,361200,596685,2.88,2.07,0.01
Africa,OWID_AFR,2021-06-14,40472051,28860050,11826935,,381979,598144,2.95,2.1,0.01
Africa,OWID_AFR,2021-06-15,41466546,29125535,12539755,,616167,566362,3.02,2.12,0.01
Africa,OWID_AFR,2021-06-16,41795578,29244880,12739901,,495664,531857,3.04,2.13,0.01
Africa,OWID_AFR,2021-06-17,42179059,29389014,12979248,,603508,527202,3.07,2.14,0.01
Africa,OWID_AFR,2021-06-18,42520531,29506176,13203558,,548580,521519,3.1,2.15,0.01
Africa,OWID_AFR,2021-06-19,42651690,29541101,13290305,,364867,523210,3.11,2.15,0.01
Africa,OWID_AFR,2021-06-20,43315836,30098810,13396618,,354565,538797,3.15,2.19,0.01
Africa,OWID_AFR,2021-06-21,44038203,30444446,13773349,,352965,547650,3.21,2.22,0.01
Africa,OWID_AFR,2021-06-22,44160883,30509159,13823958,,398432,539887,3.22,2.22,0.01
Africa,OWID_AFR,2021-06-23,44801997,30909025,14022864,,386692,548033,3.26,2.25,0.01
Africa,OWID_AFR,2021-06-24,46139681,31702143,14566440,,507747,541980,3.36,2.31,0.01
Africa,OWID_AFR,2021-06-25,46505062,31895057,14738907,,605596,545469,3.39,2.32,0.01
Africa,OWID_AFR,2021-06-26,46700046,31954274,14863481,,392128,545050,3.4,2.33,0.01
Africa,OWID_AFR,2021-06-27,46983983,32145559,14955922,,448852,527537,3.42,2.34,0.01
Africa,OWID_AFR,2021-06-28,47874526,32594093,15364225,,331229,497086,3.49,2.37,0.01
Africa,OWID_AFR,2021-06-29,48142113,32770029,15450256,,469596,498344,3.51,2.39,0.01
Africa,OWID_AFR,2021-06-30,48664662,33058603,15683683,,464209,510068,3.54,2.41,0.01
Africa,OWID_AFR,2021-07-01,49084712,33270436,15762643,,484754,508149,3.57,2.42,0.01
Africa,OWID_AFR,2021-07-02,49245678,33359665,15829509,,469161,487399,3.59,2.43,0.01
Africa,OWID_AFR,2021-07-03,49524849,33567397,15864814,,408626,488567,3.61,2.44,0.01
Africa,OWID_AFR,2021-07-04,49901604,33734678,16043230,,403438,478819,3.63,2.46,0.01
Africa,OWID_AFR,2021-07-05,50939231,34324823,16473540,,509900,491588,3.71,2.5,0.01
Africa,OWID_AFR,2021-07-06,51379966,34636399,16587472,,525374,477573,3.74,2.52,0.01
Africa,OWID_AFR,2021-07-07,51641882,34816728,16687675,,594847,469725,3.76,2.53,0.01
Africa,OWID_AFR,2021-07-08,52257385,34989881,17525832,,581805,467473,3.8,2.55,0.01
Africa,OWID_AFR,2021-07-09,52552375,35193060,17639747,,585831,485067,3.83,2.56,0.01
Africa,OWID_AFR,2021-07-10,52672280,35272659,17666560,,406737,483548,3.83,2.57,0.01
Africa,OWID_AFR,2021-07-11,52770553,35345253,17692239,,344931,483183,3.84,2.57,0.01
Africa,OWID_AFR,2021-07-12,54370724,36055504,18558618,,659454,515783,3.96,2.63,0.01
Africa,OWID_AFR,2021-07-13,54935857,36429856,18779230,,752973,552936,4.0,2.65,0.01
Africa,OWID_AFR,2021-07-14,55237342,36599976,18910595,,726792,584514,4.02,2.66,0.01
Africa,OWID_AFR,2021-07-15,56501839,37443435,19327655,,1017702,660165,4.11,2.73,0.01
Africa,OWID_AFR,2021-07-16,56615826,37519051,19366026,,1016067,625236,4.12,2.73,0.01
Africa,OWID_AFR,2021-07-17,56798284,37647144,19420392,,1016097,617917,4.14,2.74,0.01
Africa,OWID_AFR,2021-07-18,57064944,37822779,19509647,,447459,596922,4.15,2.75,0.01
Africa,OWID_AFR,2021-07-19,58370967,38559285,20108219,,924009,600385,4.25,2.81,0.01
Africa,OWID_AFR,2021-07-20,58726324,38814424,20231707,,1054193,577805,4.28,2.83,0.01
Africa,OWID_AFR,2021-07-21,58813194,38880894,20246776,,1029388,563743,4.28,2.83,0.01
Africa,OWID_AFR,2021-07-22,59876939,39637542,20693299,,1045682,513315,4.36,2.89,0.02
Africa,OWID_AFR,2021-07-23,60247707,39917571,20841487,,1054001,545649,4.39,2.91,0.02
Africa,OWID_AFR,2021-07-24,60494809,40074282,20934143,,1061294,543006,4.4,2.92,0.02
Africa,OWID_AFR,2021-07-25,61184510,40442622,21281011,,616793,551764,4.45,2.94,0.02
Africa,OWID_AFR,2021-07-26,62052214,40865863,21482032,,884279,567758,4.52,2.98,0.02
Africa,OWID_AFR,2021-07-27,62978566,41740008,21875666,,1159096,647878,4.59,3.04,0.02
Africa,OWID_AFR,2021-07-28,63729228,42306987,22035180,,1204152,715349,4.64,3.08,0.02
Africa,OWID_AFR,2021-07-29,64816684,43143301,22487338,,1152252,777286,4.72,3.14,0.02
Africa,OWID_AFR,2021-07-30,65259221,43436826,22627623,,801602,794856,4.75,3.16,0.02
Africa,OWID_AFR,2021-07-31,65426371,43565968,22665631,,666880,824563,4.76,3.17,0.02
Africa,OWID_AFR,2021-08-01,66006115,43725542,22833346,,586856,839046,4.81,3.18,0.02
Africa,OWID_AFR,2021-08-02,66841904,44396494,23160177,,755800,821008,4.87,3.23,0.02
Africa,OWID_AFR,2021-08-03,69024922,45907067,23939509,,1771209,916547,5.03,3.34,0.02
Africa,OWID_AFR,2021-08-04,69456317,46198560,23959510,,1650471,859935,5.06,3.36,0.02
Africa,OWID_AFR,2021-08-05,70451773,46785160,24409646,,1853421,825656,5.13,3.41,0.02
Africa,OWID_AFR,2021-08-06,70846290,47010859,24578464,,1269051,856553,5.16,3.42,0.02
Africa,OWID_AFR,2021-08-07,71238941,47272050,25102295,,1045974,877736,5.19,3.44,0.02
Africa,OWID_AFR,2021-08-08,71949743,47853640,25485480,,893653,903876,5.24,3.48,0.02
Africa,OWID_AFR,2021-08-09,73792274,49221904,25966877,,1331777,965870,5.37,3.58,0.02
Africa,OWID_AFR,2021-08-10,74400094,49587594,26304491,,1012764,807093,5.42,3.61,0.02
Africa,OWID_AFR,2021-08-11,74965873,49971920,26481864,,1330454,867623,5.46,3.64,0.02
Africa,OWID_AFR,2021-08-12,76527694,51008984,27109426,,1422905,922940,5.57,3.71,0.02
Africa,OWID_AFR,2021-08-13,77485554,51827012,27295001,,1277822,923223,5.64,3.77,0.02
Africa,OWID_AFR,2021-08-14,77742841,52019730,27403177,,1058080,919316,5.66,3.79,0.02
Africa,OWID_AFR,2021-08-15,78071154,52243025,27577376,,864867,952504,5.68,3.8,0.02
Africa,OWID_AFR,2021-08-16,80687066,53970906,28638137,,1051369,997386,5.87,3.93,0.02
Africa,OWID_AFR,2021-08-17,81491040,54328536,29089148,,1249847,1125980,5.93,3.96,0.02
Africa,OWID_AFR,2021-08-18,82876613,55077531,29892570,,1205747,1176766,6.03,4.01,0.02
Africa,OWID_AFR,2021-08-19,84588280,55928499,30812305,,1307322,1217414,6.16,4.07,0.02
Africa,OWID_AFR,2021-08-20,89933895,60148898,32201580,,1050001,1257433,6.55,4.38,0.02
Africa,OWID_AFR,2021-08-21,90333264,60301362,32315419,,1095319,1335924,6.58,4.39,0.02
Africa,OWID_AFR,2021-08-22,90994632,60539852,32543838,,957384,1346140,6.63,4.41,0.02
Africa,OWID_AFR,2021-08-23,92120604,61236899,33167006,,1371609,1386584,6.71,4.46,0.02
Africa,OWID_AFR,2021-08-24,93218220,61801871,33738797,,1535903,1424146,6.79,4.5,0.02
Africa,OWID_AFR,2021-08-25,96254650,63944392,34825490,,1569661,1448585,7.01,4.66,0.03
Africa,OWID_AFR,2021-08-26,96388593,64150537,34851662,,1542470,1476903,7.02,4.67,0.03
Africa,OWID_AFR,2021-08-27,99538228,65929460,36356569,,1557319,1567812,7.25,4.8,0.03
Africa,OWID_AFR,2021-08-28,100211304,66379848,36554342,,951186,1550822,7.3,4.83,0.03
Africa,OWID_AFR,2021-08-29,101629709,67261709,37393287,,1656356,1677995,7.4,4.9,0.03
Africa,OWID_AFR,2021-08-30,102207774,67658096,37670022,,1364387,1632139,7.44,4.93,0.03
Africa,OWID_AFR,2021-08-31,103603952,68497000,38291814,,1342110,1578103,7.54,4.99,0.03
Africa,OWID_AFR,2021-09-01,105819080,69976160,39236224,,1308234,1558202,7.7,5.09,0.03
Africa,OWID_AFR,2021-09-02,106231813,70191354,39428739,,1340037,1514433,7.73,5.11,0.03
Africa,OWID_AFR,2021-09-03,106847527,70534148,39688353,,1298810,1438880,7.78,5.14,0.03
Africa,OWID_AFR,2021-09-04,111317743,72296590,42360353,,1328362,1515708,8.1,5.26,0.03
Africa,OWID_AFR,2021-09-05,113550843,73927419,43128762,,855345,1416672,8.27,5.38,0.03
Africa,OWID_AFR,2021-09-06,115233348,74716110,43879895,,1800514,1502272,8.39,5.44,0.03
Africa,OWID_AFR,2021-09-07,115810254,75058567,44196477,,1764602,1445114,8.43,5.46,0.03
Africa,OWID_AFR,2021-09-08,116500886,75251005,44579901,,1905448,1377549,8.48,5.48,0.03
Africa,OWID_AFR,2021-09-09,117943997,76002557,45310152,,1371646,1383585,8.59,5.53,0.03
Africa,OWID_AFR,2021-09-10,119073387,76710475,46105347,,1617806,1498267,8.67,5.59,0.03
Africa,OWID_AFR,2021-09-11,120866826,77272943,46680454,,1583342,1561413,8.8,5.63,0.03
Africa,OWID_AFR,2021-09-12,123712154,78698810,46928118,,1148462,1600627,9.01,5.73,0.03
Africa,OWID_AFR,2021-09-13,124317061,79032460,47171532,,1302865,1504019,9.05,5.75,0.03
Africa,OWID_AFR,2021-09-14,127159308,80022007,49045113,,1277862,1542265,9.26,5.83,0.04
Africa,OWID_AFR,2021-09-15,128608925,81305026,49950502,,1329035,1551324,9.36,5.92,0.04
Africa,OWID_AFR,2021-09-16,130210526,82050942,50781375,,2353372,1654149,9.48,5.97,0.04
Africa,OWID_AFR,2021-09-17,130591738,82205865,50948760,,2343953,1546943,9.51,5.99,0.04
Africa,OWID_AFR,2021-09-18,131148588,82316505,51352675,,2308469,1441821,9.55,5.99,0.04
Africa,OWID_AFR,2021-09-19,133915991,83966107,52391718,,2336649,1435336,9.75,6.11,0.04
Africa,OWID_AFR,2021-09-20,134886389,84379764,53225062,,2447491,1462232,9.82,6.14,0.04
Africa,OWID_AFR,2021-09-21,135518118,84821352,53515386,,2391302,1482146,9.87,6.18,0.04
Africa,OWID_AFR,2021-09-22,138175685,86754885,54510862,,2393699,1532657,10.06,6.32,0.04
Africa,OWID_AFR,2021-09-23,141008950,88597131,54843944,,2521704,1449866,10.27,6.45,0.04
Africa,OWID_AFR,2021-09-24,141425664,88887086,54945951,,2132433,1443176,10.3,6.47,0.04
Africa,OWID_AFR,2021-09-25,142748373,89739536,56550762,,2105816,1434782,10.39,6.53,0.04
Africa,OWID_AFR,2021-09-26,143650802,90266517,56894120,,2061597,1446763,10.46,6.57,0.04
Africa,OWID_AFR,2021-09-27,146415175,91591963,58961357,,2189238,1454547,10.66,6.67,0.04
Africa,OWID_AFR,2021-09-28,147543534,92115017,59517715,,2282223,1431020,10.74,6.71,0.04
Africa,OWID_AFR,2021-09-29,147912295,92341909,59678069,,2294042,1392828,10.77,6.72,0.04
Africa,OWID_AFR,2021-09-30,149777657,93629275,60335298,,2339656,1335286,10.9,6.82,0.04
Africa,OWID_AFR,2021-10-01,150216634,93894642,60460828,,2178425,1347700,10.94,6.84,0.04
Africa,OWID_AFR,2021-10-02,151339614,94436873,61008218,,2138694,1359540,11.02,6.88,0.04
Africa,OWID_AFR,2021-10-03,151856823,94753272,61304840,,2085371,1326326,11.06,6.9,0.04
Africa,OWID_AFR,2021-10-04,151981836,94810120,61346050,,2101859,1295529,11.07,6.9,0.04
Africa,OWID_AFR,2021-10-05,152622147,95137567,61711132,,2164217,1301658,11.11,6.93,0.04
Africa,OWID_AFR,2021-10-06,153279921,96178402,62247158,,2347726,1339409,11.16,7.0,0.05
Africa,OWID_AFR,2021-10-07,155243008,97672857,62715707,,2401585,1350216,11.3,7.11,0.05
Africa,OWID_AFR,2021-10-08,159841805,101108623,63923753,,2402873,1333513,11.64,7.36,0.05
Africa,OWID_AFR,2021-10-09,161252483,101532691,64935242,,2378993,1308254,11.74,7.39,0.05
Africa,OWID_AFR,2021-10-10,161569375,101709212,65113013,,2360377,1305946,11.76,7.41,0.05
Africa,OWID_AFR,2021-10-11,162063157,101976640,65479230,,2360263,1313327,11.8,7.42,0.05
Africa,OWID_AFR,2021-10-12,162407061,102228597,65725228,,2370246,1348065,11.82,7.44,0.05
Africa,OWID_AFR,2021-10-13,164865140,103284568,66596619,,2402752,1377376,12.0,7.52,0.05
Africa,OWID_AFR,2021-10-14,166817017,104801489,67027675,,2396774,1393713,12.15,7.63,0.05
Africa,OWID_AFR,2021-10-15,168285198,105455304,67806758,,2542676,1459408,12.25,7.68,0.05
Africa,OWID_AFR,2021-10-16,168378087,105498376,67857299,,2435672,1509107,12.26,7.68,0.05
Africa,OWID_AFR,2021-10-17,172719785,107800482,69621838,,2438487,1554684,12.58,7.85,0.05
Africa,OWID_AFR,2021-10-18,174291070,108775932,70233563,,2518023,1585040,12.69,7.92,0.05
Africa,OWID_AFR,2021-10-19,175400722,109286800,70875816,,2488001,1574064,12.77,7.96,0.05
Africa,OWID_AFR,2021-10-20,176359762,110412099,71038041,,2523577,1547591,12.84,8.04,0.05
Africa,OWID_AFR,2021-10-21,178595888,112257195,71797395,,2538473,1548100,13.0,8.17,0.05
Africa,OWID_AFR,2021-10-22,179079983,112467515,71965545,,2582407,1544377,13.04,8.19,0.05
Africa,OWID_AFR,2021-10-23,182217821,114483431,73310127,,2534312,1545326,13.27,8.34,0.05
Africa,OWID_AFR,2021-10-24,184718901,115318166,74599032,,2506778,1537483,13.45,8.4,0.05
Africa,OWID_AFR,2021-10-25,185156929,115544720,74861496,,2570761,1602770,13.48,8.41,0.05
Africa,OWID_AFR,2021-10-26,186805514,116472240,75578165,,2520544,1676230,13.6,8.48,0.06
Africa,OWID_AFR,2021-10-27,187208673,116658994,75766086,,2614851,1692078,13.63,8.49,0.06
